,price,property_type,subproperty_type,locality,construction_year,total_area_sqm,nbr_bedrooms,fl_furnished,fl_open_fire,terrace_sqm,garden_sqm,fl_swimming_pool,fl_floodzone,primary_energy_consumption_sqm,heating_type,fl_double_glazing,cadastral_income,kitchen_type,state_of_building
169,289000.0,HOUSE,HOUSE,Soignies,2023.0,175.0,3.0,0,0,25.0,100.0,0,0,83.0,GAS,1,582.0,5.0,6.0
170,498000.0,HOUSE,VILLA,Antwerp,1956.0,211.0,2.0,0,1,0.0,0.0,0,0,426.0,GAS,1,780.0,4.0,3.0
171,210000.0,HOUSE,HOUSE,Oostend,1939.0,119.0,3.0,0,0,0.0,0.0,0,0,506.0,GAS,0,364.0,4.0,4.339436304570599
172,149000.0,APARTMENT,APARTMENT,Oudenaarde,1967.0,101.0,3.0,0,0,6.0,0.0,0,0,500.0,GAS,1,928.7941792176716,5.0,4.0
173,289000.0,HOUSE,HOUSE,Hasselt,1979.0,161.0,3.0,0,1,0.0,0.0,0,1,219.0,FUELOIL,1,842.0,4.0,3.0
174,285000.0,APARTMENT,DUPLEX,Oostend,1910.0,90.0,2.0,0,0,0.0,0.0,0,0,136.0,GAS,0,1117.001967001189,5.0,6.0
175,160000.0,APARTMENT,APARTMENT,Oudenaarde,1994.0,70.0,1.0,0,0,0.0,0.0,0,0,198.0,GAS,1,562.0,3.4589402455432863,3.9908982826797565
176,898000.0,HOUSE,VILLA,Neufchâteau,2019.0,317.0,3.0,0,0,0.0,0.0,0,1,84.0,GAS,0,1965.3208930531637,3.740882470888575,4.0
177,375000.0,APARTMENT,APARTMENT,Veurne,1976.0,72.0,2.0,0,0,0.0,0.0,0,0,215.0,ELECTRIC,1,1241.5512383925384,3.0,4.0
178,180000.0,APARTMENT,APARTMENT,Oostend,1976.0,69.0,2.0,0,0,0.0,0.0,0,0,319.0,ELECTRIC,1,1023.0,3.4691136837762997,4.0
179,464100.0,APARTMENT,APARTMENT,Turnhout,2021.0,152.0,3.0,0,0,30.0,0.0,0,0,0.0,GAS,1,1364.8550170409812,3.0,3.7231152634102624
180,120000.0,HOUSE,HOUSE,Charleroi,1960.0,148.0,3.0,0,0,24.0,578.0,0,0,459.0,FUELOIL,1,371.0,3.0,3.0
181,149000.0,HOUSE,HOUSE,Sint-Niklaas,1935.0,102.0,2.0,0,0,0.0,40.0,0,0,627.0,GAS,0,344.0,3.0,1.0
182,624000.0,APARTMENT,APARTMENT,Brugge,2008.0,86.0,2.0,0,0,6.0,0.0,0,0,76.0,GAS,1,1062.0,3.0,4.0
183,595000.0,HOUSE,VILLA,Liège,2003.0,257.0,4.0,0,1,0.0,0.0,0,1,190.0,FUELOIL,1,1177.0,3.0,6.0
184,110000.0,HOUSE,HOUSE,Mons,1965.0,123.0,3.0,0,0,0.0,0.0,0,1,797.0,GAS,0,684.0,3.0,3.6793178740979107
185,379000.0,HOUSE,HOUSE,Neufchâteau,1990.0,165.0,4.0,0,0,30.0,200.0,0,0,227.0,GAS,1,1147.0,5.0,4.0
186,1290000.0,HOUSE,HOUSE,Brussels,1922.0,288.0,5.0,0,0,8.0,30.0,0,1,302.0,GAS,1,2507.8021638492373,4.0,4.0
187,597000.0,HOUSE,HOUSE,Gent,1954.0,168.0,5.0,0,0,0.0,0.0,0,1,172.0,GAS,1,937.0,3.6268263414842634,4.0
188,359000.0,HOUSE,HOUSE,Halle-Vilvoorde,1962.0,120.0,3.0,0,1,10.0,220.0,0,0,513.0,FUELOIL,1,721.0,3.0,1.0
189,419000.0,APARTMENT,APARTMENT,Oostend,1977.0,50.0,1.0,0,0,0.0,0.0,0,0,115.0,GAS,1,932.0,3.587116978344449,4.099863294709158
190,335000.0,APARTMENT,APARTMENT,Mouscron,2022.0,118.0,3.0,0,0,11.0,0.0,0,1,25.0,GAS,1,1186.196006635426,3.0,6.0
191,750000.0,HOUSE,VILLA,Hasselt,1967.0,207.0,0.0,0,0,0.0,0.0,0,1,982.0,FUELOIL,1,1920.0,2.855162222986298,1.0
192,470000.0,APARTMENT,APARTMENT,Aalst,2023.0,118.0,3.0,0,0,40.0,0.0,0,0,10.0,GAS,1,1373.019913720752,5.0,4.0
194,620000.0,APARTMENT,APARTMENT,Aalst,2011.0,280.0,5.0,0,0,0.0,0.0,0,0,144.0,GAS,1,1599.0,3.0,4.0
195,345000.0,APARTMENT,APARTMENT,Brussels,1947.0,107.0,2.0,0,0,0.0,0.0,0,1,297.0,GAS,1,1200.0348145718583,5.0,6.0
196,275000.0,APARTMENT,APARTMENT,Gent,2023.0,61.0,1.0,0,0,10.0,0.0,0,0,20.0,GAS,1,1103.163159116077,5.0,4.0
197,270000.0,APARTMENT,APARTMENT,Antwerp,1987.0,88.0,2.0,0,1,0.0,0.0,0,0,91.0,GAS,1,1096.2437551438672,3.0,4.0
198,585000.0,HOUSE,HOUSE,Turnhout,1978.0,210.0,3.0,0,0,7.0,4896.0,0,0,698.0,FUELOIL,0,1122.0,3.0,3.738309632878533
199,199000.0,HOUSE,HOUSE,Namur,1933.0,167.0,4.0,0,1,20.0,340.0,0,1,591.0,FUELOIL,1,671.0,4.0,1.0
200,185000.0,APARTMENT,APARTMENT,Liège,1997.0,76.0,2.0,0,0,14.0,177.0,0,0,283.0,ELECTRIC,1,878.0,3.0,4.0
201,220000.0,APARTMENT,APARTMENT,Mons,2018.0,80.0,2.0,0,0,0.0,0.0,0,1,68.0,GAS,1,1090.0,3.0,4.0
202,250000.0,HOUSE,HOUSE,Charleroi,1850.0,142.0,2.0,0,0,15.0,350.0,0,0,523.0,GAS,1,361.0,3.0,3.0
203,289000.0,APARTMENT,APARTMENT,Namur,2022.0,136.0,3.0,0,0,0.0,0.0,0,1,104.0,FUELOIL,0,1.0,3.5101407243516505,4.0
204,419000.0,HOUSE,HOUSE,Leuven,1977.0,230.0,4.0,0,0,0.0,0.0,0,0,434.0,FUELOIL,1,1230.0,3.5871367175109756,4.099721644534042
205,1470000.0,HOUSE,HOUSE,Verviers,1950.0,943.0,19.0,1,0,0.0,0.0,0,1,235.0,FUELOIL,1,4891.0,1.0,4.0
206,299000.0,APARTMENT,GROUND_FLOOR,Brussels,2008.0,91.0,2.0,0,0,40.0,0.0,0,1,249.0,GAS,1,1136.3762980930246,3.0,6.0
207,840000.0,HOUSE,VILLA,Brussels,1979.0,438.0,6.0,0,1,100.0,320.0,0,1,255.0,GAS,1,9073.0,5.0,5.0
208,275000.0,APARTMENT,SERVICE_FLAT,Veurne,2019.0,63.0,1.0,0,0,0.0,0.0,0,0,117.0,GAS,0,716.0,3.5158520131569295,4.039285320050051
209,185000.0,APARTMENT,FLAT_STUDIO,Veurne,1976.0,31.0,0.0,1,1,0.0,0.0,0,0,193.0,ELECTRIC,1,485.0,3.0,6.0
210,580000.0,APARTMENT,APARTMENT,Antwerp,2008.0,145.0,2.0,0,0,10.0,0.0,0,0,135.0,GAS,1,1525.2468008903127,5.0,6.0
211,198000.0,APARTMENT,APARTMENT,Antwerp,1965.0,80.0,3.0,0,0,2.0,0.0,0,1,692.0,GAS,0,773.0,4.0,3.0
212,1595000.0,HOUSE,VILLA,Nivelles,1979.0,560.0,8.0,0,0,105.0,1500.0,1,0,165.0,GAS,1,2929.885805627467,5.0,6.0
213,289000.0,APARTMENT,APARTMENT,Brugge,1977.0,80.0,2.0,0,0,20.0,0.0,0,1,232.0,GAS,0,862.0,3.0,4.0
214,319500.0,APARTMENT,APARTMENT,Antwerp,2021.0,80.0,2.0,0,0,15.0,0.0,0,1,0.0,GAS,1,1164.7458543905645,3.5379014784444656,4.057828751589581
215,185000.0,APARTMENT,APARTMENT,Namur,2006.0,75.0,1.0,0,1,0.0,38.0,0,0,145.0,PELLET,1,978.6138877304195,3.0,5.0
216,990000.0,HOUSE,HOUSE,Liège,1890.0,392.0,6.0,1,0,50.0,500.0,1,1,457.0,FUELOIL,1,1217.0,3.0,6.0
217,320000.0,HOUSE,TOWN_HOUSE,Aalst,1971.0,180.0,3.0,0,0,14.0,115.0,0,0,323.0,GAS,1,1051.0,3.0,4.0
218,235000.0,APARTMENT,APARTMENT,Antwerp,1971.0,91.0,1.0,0,0,0.0,0.0,0,0,171.0,GAS,1,1047.8079273958087,3.496084453556695,4.022280220734038
219,1500000.0,HOUSE,HOUSE,Verviers,1996.0,543.0,5.0,0,1,0.0,0.0,0,1,0.0,FUELOIL,1,2798.4171302992536,3.0,6.0
220,175000.0,APARTMENT,APARTMENT,Turnhout,1985.0,91.0,2.0,0,0,0.0,0.0,0,0,302.0,GAS,1,736.0,3.466373714597284,3.9971364749454605
221,395000.0,HOUSE,HOUSE,Huy,2022.0,150.0,4.0,0,1,50.0,625.0,0,1,62.0,GAS,1,800.0,3.0,6.0
222,490000.0,HOUSE,HOUSE,Nivelles,2005.0,160.0,4.0,0,1,30.0,25.0,0,1,131.0,GAS,1,2261.0,5.0,4.0
223,289900.0,HOUSE,HOUSE,Antwerp,1930.0,113.0,3.0,0,0,0.0,85.0,0,0,665.0,GAS,1,565.0,3.0,6.0
224,139000.0,APARTMENT,FLAT_STUDIO,Antwerp,1969.0,79.0,1.0,0,1,0.0,0.0,0,0,325.0,FUELOIL,0,914.9553713502322,4.0,1.0
225,745000.0,HOUSE,HOUSE,Brussels,1990.0,210.0,4.0,0,0,21.0,130.0,0,0,458.0,GAS,1,2315.0,5.0,4.0
226,895000.0,APARTMENT,APARTMENT,Veurne,1994.0,115.0,2.0,0,0,12.0,12.0,0,0,309.0,ELECTRIC,1,1135.0,3.739583565888175,4.0
227,650000.0,HOUSE,MIXED_USE_BUILDING,Brussels,1924.0,206.0,3.0,0,0,0.0,0.0,0,1,640.0,GAS,0,1622.118456493765,4.0,1.0
228,170000.0,HOUSE,MIXED_USE_BUILDING,Nivelles,1935.0,80.0,2.0,0,0,0.0,0.0,0,1,95.0,ELECTRIC,1,957.8556758850787,4.0,3.0
229,520000.0,APARTMENT,APARTMENT,Brugge,1988.0,82.0,2.0,0,0,0.0,0.0,0,0,91.0,GAS,1,1442.2139533608379,3.0,3.730044591748151
230,120000.0,HOUSE,HOUSE,Liège,1900.0,105.0,4.0,0,0,15.0,35.0,0,0,277.0,GAS,0,456.0,3.446306669431258,4.0
231,275000.0,HOUSE,HOUSE,Verviers,1953.0,184.0,4.0,0,0,28.0,851.0,0,0,577.0,WOOD,1,1926.0,3.0,1.0
232,370000.0,HOUSE,HOUSE,Antwerp,1958.0,135.0,3.0,0,0,15.0,350.0,0,0,684.0,GAS,0,1581.0,3.0,1.0
233,375000.0,HOUSE,HOUSE,Halle-Vilvoorde,2004.0,117.0,3.0,0,0,20.0,55.0,0,0,243.0,GAS,1,701.0,5.0,6.0
234,179000.0,HOUSE,MIXED_USE_BUILDING,Veurne,1993.0,140.0,0.0,0,0,0.0,0.0,0,0,0.0,GAS,1,1162.0,3.4683811172654195,3.998619555277365
235,1300000.0,HOUSE,VILLA,Nivelles,1880.0,500.0,7.0,0,1,200.0,10200.0,1,0,452.0,FUELOIL,0,1779.0,5.0,5.12208971147153
236,315000.0,APARTMENT,APARTMENT,Halle-Vilvoorde,2023.0,106.0,2.0,0,0,6.0,0.0,0,1,30.0,GAS,1,1.0,3.5199751875903487,4.0
237,775000.0,APARTMENT,APARTMENT,Veurne,2023.0,124.0,3.0,0,1,40.0,0.0,0,0,30.0,GAS,1,1795.103555535497,3.0,3.7616542290676773
238,219000.0,APARTMENT,APARTMENT,Gent,1966.0,86.0,3.0,0,0,0.0,0.0,0,0,123.0,GAS,1,741.0,3.4881450800591587,4.015675407152498
239,350000.0,HOUSE,HOUSE,Waremme,1989.0,215.0,5.0,0,0,40.0,800.0,0,1,309.0,FUELOIL,0,964.0,3.533404278772762,4.0
241,350000.0,HOUSE,MIXED_USE_BUILDING,Antwerp,1875.0,171.0,3.0,0,0,0.0,0.0,0,0,420.0,GAS,1,1249.0,3.2568837926020833,3.0
242,629000.0,HOUSE,VILLA,Halle-Vilvoorde,2003.0,165.0,4.0,0,1,30.0,200.0,0,1,171.0,GAS,1,1593.0569597364665,4.1922136671318535,6.0
243,365000.0,HOUSE,HOUSE,Oudenaarde,1980.0,259.0,3.0,0,1,0.0,0.0,0,1,501.0,ELECTRIC,0,1227.7124305279322,2.709399648080535,1.0
244,310000.0,HOUSE,HOUSE,Brugge,1952.0,123.0,3.0,0,0,0.0,0.0,0,0,922.0,FUELOIL,0,686.0,3.533167894160087,4.054048348568294
246,569000.0,HOUSE,HOUSE,Brugge,1990.0,256.0,3.0,0,0,0.0,0.0,0,1,275.0,FUELOIL,1,1199.0,3.66135409911163,4.162945387527085
247,235000.0,APARTMENT,APARTMENT,Brussels,1969.0,100.0,2.0,0,0,4.0,0.0,0,1,211.0,GAS,1,1047.8079274022975,5.0,4.0
248,369000.0,HOUSE,VILLA,Nivelles,1967.0,217.0,3.0,0,0,1.0,0.0,0,0,593.0,GAS,1,1135.0,3.5623906131556993,4.078697132278348
249,229000.0,APARTMENT,APARTMENT,Oudenaarde,2021.0,98.0,2.0,0,0,0.0,0.0,0,0,0.0,GAS,0,1039.5046426391907,3.4876511275586775,4.0
250,1010000.0,HOUSE,HOUSE,Brussels,2023.0,226.0,4.0,0,0,8.0,47.0,0,0,45.0,GAS,1,2120.315541813442,5.0,6.0
251,685000.0,HOUSE,VILLA,Leuven,1977.0,215.0,4.0,0,0,0.0,200.0,0,0,473.0,FUELOIL,1,2637.0,3.0,1.0
252,280000.0,APARTMENT,APARTMENT,Antwerp,1971.0,120.0,3.0,0,1,6.0,0.0,0,0,142.0,FUELOIL,1,1204.0,4.0,4.0
253,259000.0,APARTMENT,APARTMENT,Antwerp,1987.0,117.0,2.0,0,0,0.0,0.0,0,0,121.0,GAS,1,1081.0210664190927,4.0,4.345181593376179
254,295000.0,APARTMENT,PENTHOUSE,Brussels,2016.0,77.0,1.0,0,0,0.0,0.0,0,0,184.0,GAS,0,1130.8407749296339,5.0,6.0
255,205000.0,HOUSE,HOUSE,Liège,1956.0,136.0,2.0,0,1,30.0,0.0,0,1,501.0,FUELOIL,1,996.0,4.0,4.0
256,456000.0,APARTMENT,APARTMENT,Brussels,2024.0,73.0,2.0,0,0,8.0,0.0,0,1,30.0,GAS,0,1353.6455826128627,3.605452057109326,4.11525330143315
257,595000.0,HOUSE,VILLA,Liège,1980.0,245.0,2.0,0,0,35.0,1600.0,0,0,400.0,GAS,1,1720.0,3.0,6.0
258,178000.0,APARTMENT,APARTMENT,Liège,1960.0,73.0,2.0,0,0,0.0,0.0,0,1,345.0,GAS,1,1.0,3.4678094177691845,3.9987500271731102
259,215000.0,APARTMENT,APARTMENT,Antwerp,1989.0,86.0,2.0,0,0,4.0,0.0,0,0,173.0,GAS,1,1020.1303115454077,5.0,4.0
260,225000.0,APARTMENT,APARTMENT,Antwerp,1965.0,90.0,2.0,0,0,5.0,0.0,0,0,204.0,FUELOIL,0,847.0,3.4911208787735823,4.018153381822625
261,670000.0,HOUSE,VILLA,Oudenaarde,1970.0,345.0,3.0,0,0,0.0,0.0,0,0,379.0,FUELOIL,1,1505.0,3.0,6.0
262,299000.0,HOUSE,HOUSE,Leuven,1976.0,170.0,3.0,0,0,0.0,418.0,0,0,777.0,GAS,0,1136.3762981363573,3.0,4.0
263,349000.0,HOUSE,HOUSE,Halle-Vilvoorde,1979.0,134.0,3.0,0,0,0.0,0.0,0,0,363.0,FUELOIL,1,736.0,3.532980953268193,4.0
264,750000.0,APARTMENT,APARTMENT,Brugge,2022.0,94.0,2.0,0,0,0.0,0.0,0,0,0.0,GAS,0,1760.506535707043,3.7509456111567174,4.238936947250069
265,280000.0,APARTMENT,APARTMENT,Oostend,2000.0,73.0,2.0,0,0,0.0,0.0,0,1,402.0,ELECTRIC,1,1110.082563072312,3.0,4.0
266,249500.0,APARTMENT,APARTMENT,Brussels,1900.0,45.0,1.0,0,0,0.0,0.0,0,0,337.0,GAS,0,1067.8741988985425,5.0,4.0
267,149000.0,APARTMENT,APARTMENT,Antwerp,1972.0,36.0,1.0,0,0,0.0,0.0,0,0,253.0,GAS,1,928.7941792117967,3.453525114617662,3.9861006508692247
268,475000.0,APARTMENT,APARTMENT,Oostend,2020.0,124.0,3.0,1,0,14.0,0.0,0,1,74.0,GAS,1,1379.939317676987,3.0,4.0
269,249000.0,HOUSE,HOUSE,Antwerp,1947.0,140.0,3.0,0,0,0.0,65.0,0,1,621.0,GAS,1,552.0,3.5029764479241186,4.028407047200808
271,159000.0,HOUSE,CHALET,Mechelen,1970.0,102.0,2.0,0,0,0.0,0.0,0,0,528.0,ELECTRIC,1,942.6329871449477,3.0,3.6852952620526636
272,199000.0,APARTMENT,APARTMENT,Liège,1875.0,82.0,1.0,0,0,0.0,0.0,0,0,223.0,GAS,1,480.0,3.0,4.0
273,450000.0,APARTMENT,APARTMENT,Gent,2021.0,103.0,3.0,0,0,0.0,0.0,0,0,0.0,GAS,0,1345.3422978581564,3.5713045309606315,4.0
274,345600.0,APARTMENT,APARTMENT,Roeselare,2022.0,126.0,3.0,0,0,0.0,0.0,0,1,0.0,GAS,0,1200.8651430836194,3.5508177429364283,4.068808830350879
275,275000.0,APARTMENT,APARTMENT,Halle-Vilvoorde,1899.0,98.0,2.0,0,0,46.0,0.0,0,1,175.0,GAS,1,1.0,3.515804652405029,4.039625185403095
276,1495000.0,HOUSE,VILLA,Gent,1972.0,500.0,6.0,0,0,0.0,0.0,0,0,227.0,FUELOIL,1,2791.497726382225,3.966860216730053,4.0
277,365000.0,APARTMENT,APARTMENT,Oostend,1969.0,58.0,1.0,1,1,0.0,0.0,0,1,225.0,ELECTRIC,1,780.0,4.0,4.0
278,559000.0,HOUSE,HOUSE,Sint-Niklaas,2007.0,326.0,4.0,0,1,0.0,0.0,0,0,140.0,GAS,1,1060.0,3.656396929582913,4.1587975254149185
279,485000.0,HOUSE,HOUSE,Turnhout,1988.0,303.0,7.0,0,0,0.0,0.0,1,0,286.0,FUELOIL,1,1385.0,3.584551072031308,4.0
280,139000.0,APARTMENT,APARTMENT,Antwerp,1965.0,52.0,1.0,0,1,3.0,0.0,0,1,362.0,GAS,0,914.9553713382513,1.0,1.0
281,765000.0,APARTMENT,APARTMENT,Brugge,2003.0,90.0,3.0,0,0,6.0,0.0,0,1,130.0,GAS,1,1781.2647475665426,5.0,6.0
282,475000.0,HOUSE,HOUSE,Nivelles,1962.0,110.0,2.0,0,0,30.0,605.0,0,1,226.0,GAS,1,1390.0,5.0,6.0
283,249000.0,APARTMENT,APARTMENT,Nivelles,1972.0,100.0,3.0,0,1,11.0,0.0,0,0,186.0,GAS,1,1296.0,3.0,3.0
284,489000.0,HOUSE,COUNTRY_COTTAGE,Gent,2017.0,226.0,3.0,0,0,10.0,525.0,0,0,100.0,GAS,1,1399.3136487414645,5.0,6.0
285,260000.0,APARTMENT,APARTMENT,Nivelles,1976.0,80.0,2.0,0,1,15.0,0.0,0,1,98.0,GAS,1,1378.0,5.0,6.0
286,229000.0,APARTMENT,APARTMENT,Turnhout,1968.0,80.0,2.0,0,0,5.0,0.0,0,0,144.0,GAS,0,743.0,3.493093174870379,4.019888390318325
287,319000.0,HOUSE,HOUSE,Namur,2000.0,150.0,3.0,0,1,30.0,1400.0,0,1,313.0,GAS,1,1019.0,3.5376431177853314,4.057682602081973
288,80000.0,APARTMENT,FLAT_STUDIO,Tournai,1971.0,29.0,0.0,0,0,0.0,0.0,0,1,490.0,GAS,0,577.0,3.4312006483868185,4.0
290,999000.0,HOUSE,MIXED_USE_BUILDING,Brussels,1889.0,230.0,3.0,0,0,0.0,0.0,0,0,372.0,GAS,1,2359.0,2.949432913764765,1.0
291,279500.0,APARTMENT,DUPLEX,Oostend,1900.0,166.0,3.0,0,0,0.0,0.0,0,0,192.0,GAS,0,934.0,3.5067318222789625,4.0
292,990000.0,APARTMENT,LOFT,Gent,2012.0,212.0,2.0,0,0,24.0,0.0,0,1,91.0,GAS,1,2092.6379259565524,5.0,6.0
293,119000.0,APARTMENT,APARTMENT,Mons,2007.0,71.0,2.0,0,0,0.0,0.0,0,1,388.0,GAS,1,752.0,4.0,4.0
294,229000.0,APARTMENT,APARTMENT,Turnhout,2003.0,63.0,2.0,0,0,8.0,0.0,0,0,364.0,GAS,1,585.0,3.0,3.694202550214219
295,315000.0,APARTMENT,APARTMENT,Oostend,2024.0,86.0,2.0,0,0,0.0,0.0,0,1,0.0,GAS,0,1158.5183908239467,3.520204035669845,4.0
296,750000.0,HOUSE,HOUSE,Brussels,1931.0,245.0,6.0,0,0,0.0,0.0,0,1,284.0,GAS,0,1760.5065357144522,3.0,3.758555245016743
297,630000.0,APARTMENT,APARTMENT,Brugge,1989.0,55.0,2.0,0,0,0.0,0.0,0,1,164.0,GAS,1,1594.440840532537,5.0,6.0
298,185000.0,HOUSE,HOUSE,Kortrijk,1874.0,100.0,4.0,0,1,0.0,0.0,0,0,253.0,GAS,1,292.0,3.0,5.0
299,1295000.0,APARTMENT,APARTMENT,Brugge,2023.0,113.0,2.0,0,0,0.0,0.0,0,0,0.0,GAS,0,2514.721567813025,3.8911557792622213,4.0
300,237000.0,HOUSE,HOUSE,Leuven,1918.0,74.0,2.0,0,0,19.0,0.0,0,0,466.0,GAS,1,250.0,3.4970188890020264,4.023493878114785
301,275000.0,HOUSE,HOUSE,Aalst,1932.0,158.0,2.0,0,0,0.0,0.0,0,1,318.0,GAS,1,461.0,3.5049361888062585,4.0
302,230000.0,APARTMENT,PENTHOUSE,Liège,1874.0,79.0,1.0,1,0,0.0,0.0,0,0,333.0,GAS,1,946.0,3.0,6.0
303,235000.0,HOUSE,HOUSE,Huy,1970.0,138.0,3.0,0,1,0.0,540.0,0,1,566.0,FUELOIL,1,699.0,3.0,3.0
304,990000.0,HOUSE,VILLA,Nivelles,2015.0,270.0,4.0,0,0,15.0,700.0,0,1,120.0,GAS,1,3406.0,5.0,6.0
305,175000.0,APARTMENT,GROUND_FLOOR,Turnhout,1986.0,93.0,2.0,0,0,0.0,0.0,0,0,404.0,GAS,1,741.0,3.466374045791353,3.99713409826467
306,425000.0,HOUSE,HOUSE,Hasselt,2023.0,195.0,3.0,0,0,18.0,0.0,0,1,22.0,GAS,1,2.0,3.561582729767548,4.0
307,400000.0,HOUSE,HOUSE,Sint-Niklaas,1937.0,278.0,7.0,0,0,0.0,0.0,0,1,366.0,GAS,0,2867.0,3.5778440220154177,4.0909370449507545
308,290000.0,HOUSE,HOUSE,Arlon,1915.0,253.0,4.0,0,0,33.0,583.0,0,0,363.0,GAS,1,1123.9213710047507,4.0,4.0
309,265000.0,HOUSE,HOUSE,Brugge,1955.0,156.0,2.0,0,0,0.0,0.0,0,0,243.0,GAS,0,1089.3243511809292,3.5109307345819394,4.034901000919438
310,239000.0,APARTMENT,APARTMENT,Aalst,1994.0,108.0,2.0,0,0,0.0,0.0,0,1,181.0,ELECTRIC,1,798.0,3.4913858665553064,4.0
311,295000.0,HOUSE,HOUSE,Brugge,1918.0,214.0,3.0,0,0,0.0,0.0,0,0,314.0,GAS,0,713.0,3.0,3.7023653038115816
312,155000.0,APARTMENT,KOT,Leuven,2015.0,17.0,0.0,1,0,0.0,0.0,0,0,77.29,GAS,0,937.0974639747385,5.0,4.0
313,825000.0,HOUSE,VILLA,Leuven,1975.0,300.0,6.0,0,0,27.0,0.0,0,1,279.0,FUELOIL,1,5550.0,3.0,3.0
314,199000.0,APARTMENT,GROUND_FLOOR,Turnhout,1990.0,104.0,2.0,0,0,0.0,0.0,0,0,222.0,GAS,1,850.0,5.0,6.0
315,598000.0,APARTMENT,APARTMENT,Brussels,1935.0,250.0,3.0,0,0,4.0,0.0,0,1,313.0,FUELOIL,1,3700.0,3.0,3.738624875330332
316,149000.0,HOUSE,HOUSE,Charleroi,1860.0,118.0,2.0,0,0,0.0,1118.0,0,0,364.0,GAS,1,386.0,3.1806852067047156,3.0
317,535000.0,HOUSE,EXCEPTIONAL_PROPERTY,Leuven,1949.0,350.0,5.0,0,0,50.0,0.0,0,0,449.0,GAS,1,840.0,3.603355751684903,4.0
318,150000.0,APARTMENT,FLAT_STUDIO,Brussels,1968.0,32.0,0.0,0,1,1.0,0.0,0,1,174.0,GAS,1,778.0,3.1811409559576544,3.0
319,224000.0,APARTMENT,GROUND_FLOOR,Brussels,1954.0,83.0,1.0,0,0,0.0,45.0,0,1,386.0,GAS,1,808.0,3.0,4.0
320,217520.0,APARTMENT,APARTMENT,Veurne,2023.0,50.0,1.0,0,0,0.0,34.0,0,0,0.0,GAS,0,1023.6176911373187,3.483305692848024,4.0
322,337000.0,HOUSE,APARTMENT_BLOCK,Liège,1978.0,205.0,3.0,0,1,0.0,0.0,0,1,337.0,GAS,1,1358.0,4.0,4.354764834204419
323,125000.0,APARTMENT,APARTMENT,Brussels,1934.0,55.0,1.0,0,0,0.0,0.0,0,0,466.0,GAS,1,895.5810401832069,3.4482848200754046,4.0
324,184000.0,HOUSE,HOUSE,Liège,1900.0,120.0,3.0,0,1,24.0,0.0,0,1,420.0,FUELOIL,1,512.0,4.0,4.0
325,299000.0,HOUSE,HOUSE,Oudenaarde,1966.0,162.0,3.0,0,1,0.0,0.0,0,1,832.0,FUELOIL,1,1136.3762982053502,4.0,1.0
326,395000.0,HOUSE,HOUSE,Oostend,1992.0,200.0,3.0,0,0,0.0,240.0,0,0,670.0,ELECTRIC,1,927.0,3.273841317714711,3.0
327,210000.0,APARTMENT,APARTMENT,Mons,2023.0,110.0,2.0,0,0,27.0,0.0,0,1,90.0,GAS,1,1013.210907521878,1.0,6.0
328,135000.0,APARTMENT,APARTMENT,Virton,1850.0,135.0,2.0,0,1,0.0,0.0,0,0,215.0,FUELOIL,1,548.0,4.0,4.0
329,499000.0,HOUSE,HOUSE,Turnhout,1965.0,353.0,4.0,0,0,0.0,0.0,0,0,1092.0,GAS,0,1491.0,3.5898675090497316,4.0
330,459000.0,HOUSE,EXCEPTIONAL_PROPERTY,Halle-Vilvoorde,1947.0,208.0,3.0,0,0,32.0,400.0,0,0,175.0,GAS,0,732.0,5.0,6.0
331,307000.0,APARTMENT,APARTMENT,Oostend,2021.0,72.0,2.0,0,0,13.0,0.0,0,0,0.0,GAS,0,1147.4473444811786,3.517175858171132,4.0
332,749000.0,HOUSE,VILLA,Halle-Vilvoorde,1975.0,198.0,5.0,0,0,0.0,0.0,0,0,164.0,GAS,0,1901.0,3.750463920763611,4.238462510630667
333,215000.0,APARTMENT,APARTMENT,Brussels,1977.0,80.0,2.0,0,0,15.0,0.0,0,1,226.0,GAS,0,1596.0,3.0,3.691945401814052
334,895000.0,HOUSE,VILLA,Leuven,1963.0,266.0,3.0,0,0,30.0,0.0,0,0,224.0,GAS,1,1829.0,3.0,4.0
335,559900.0,HOUSE,VILLA,Liège,1995.0,270.0,5.0,0,0,25.0,480.0,0,1,285.0,FUELOIL,1,1908.0,5.0,6.0
336,570000.0,APARTMENT,PENTHOUSE,Brussels,2024.0,91.0,2.0,0,0,6.0,0.0,0,0,30.0,GAS,1,1511.4079929618679,5.0,6.0
337,229000.0,HOUSE,HOUSE,Diksmuide,1970.0,170.0,3.0,0,0,0.0,144.0,0,0,364.0,GAS,1,475.0,3.487539521726443,4.0
338,350000.0,HOUSE,HOUSE,Hasselt,1930.0,175.0,4.0,0,0,0.0,0.0,0,1,127.0,GAS,1,1206.9542185529947,3.8100291445454717,5.0
339,359500.0,APARTMENT,GROUND_FLOOR,Antwerp,2015.0,85.0,2.0,0,1,18.0,53.0,0,1,153.0,GAS,1,1040.0,3.0,4.0
340,139500.0,APARTMENT,APARTMENT,Veurne,2010.0,62.0,1.0,0,0,0.0,0.0,0,1,261.0,ELECTRIC,1,668.0,3.0,3.683003447654178
