,price,property_type,subproperty_type,locality,construction_year,total_area_sqm,nbr_bedrooms,fl_furnished,fl_open_fire,terrace_sqm,garden_sqm,fl_swimming_pool,fl_floodzone,primary_energy_consumption_sqm,heating_type,fl_double_glazing,cadastral_income,kitchen_type,state_of_building
4456,299000.0,APARTMENT,SERVICE_FLAT,Veurne,2020.0,56.0,1.0,0,0,0.0,0.0,0,0,68.0,GAS,1,1136.3762981363573,3.0,4.0
4457,649000.0,APARTMENT,APARTMENT,Maaseik,2008.0,327.0,3.0,0,0,39.0,0.0,0,1,94.0,GAS,1,2371.0,5.0,5.040636252048323
4458,280000.0,HOUSE,HOUSE,Sint-Niklaas,1955.0,144.0,3.0,0,0,28.0,98.0,0,1,281.0,GAS,0,571.0,3.0,4.0
4459,385000.0,APARTMENT,PENTHOUSE,Brussels,1985.0,120.0,3.0,0,1,75.0,0.0,0,1,187.0,GAS,1,1255.3900463071245,5.0,5.008290868112665
4461,795000.0,HOUSE,VILLA,Sint-Niklaas,2002.0,340.0,4.0,0,0,0.0,0.0,0,0,184.0,GAS,0,1822.781171390026,3.7018946855926416,4.0
4462,272000.0,APARTMENT,APARTMENT,Sint-Niklaas,2008.0,115.0,2.0,0,1,7.0,0.0,0,0,178.0,GAS,1,641.0,3.0,4.0
4463,470000.0,HOUSE,HOUSE,Sint-Niklaas,2022.0,173.0,4.0,0,0,12.0,62.0,0,1,63.0,GAS,1,891.0,4.131933341220597,6.0
4464,259000.0,APARTMENT,DUPLEX,Brussels,1948.0,91.0,2.0,0,0,0.0,0.0,0,1,298.0,GAS,1,801.0,3.0,4.0
4465,330000.0,HOUSE,HOUSE,Aalst,1961.0,236.0,4.0,0,1,15.0,147.0,0,0,352.0,FUELOIL,1,775.0,3.0,4.0
4466,230000.0,APARTMENT,APARTMENT,Marche-en-Famenne,1998.0,60.0,2.0,0,0,15.0,0.0,0,1,220.0,FUELOIL,1,1040.888523431622,3.4936100733858213,4.020176757369805
4467,298000.0,APARTMENT,APARTMENT,Brugge,1967.0,44.0,1.0,0,0,0.0,0.0,0,0,70.0,GAS,1,475.0,3.0,6.0
4468,195000.0,APARTMENT,APARTMENT,Thuin,2022.0,95.0,2.0,0,0,12.0,0.0,0,0,88.0,GAS,1,992.4526956872526,3.0,3.689757799086008
4469,629000.0,HOUSE,HOUSE,Maaseik,2003.0,406.0,4.0,0,0,0.0,0.0,0,0,155.0,GAS,1,1792.0,5.0,5.03843622009556
4470,765000.0,HOUSE,HOUSE,Antwerp,1997.0,195.0,5.0,0,0,0.0,270.0,0,0,221.0,GAS,1,1393.0,3.6904622577866304,4.0
4471,341100.0,APARTMENT,APARTMENT,Roeselare,2022.0,125.0,2.0,0,0,0.0,0.0,0,1,0.0,GAS,0,1194.6376795158512,3.5485908007826414,4.066915713323069
4472,425000.0,APARTMENT,APARTMENT,Brussels,2024.0,78.0,1.0,0,0,12.0,0.0,0,0,126.0,GAS,1,1310.7452779994173,5.0,6.0
4473,149500.0,APARTMENT,APARTMENT,Antwerp,1965.0,73.0,2.0,0,0,0.0,0.0,0,0,856.0,GAS,1,520.0,3.0,1.0
4474,249000.0,APARTMENT,APARTMENT,Brussels,1983.0,75.0,2.0,0,0,20.0,0.0,0,0,245.0,GAS,1,1103.0,3.0,5.0
4475,489000.0,APARTMENT,APARTMENT,Dendermonde,2020.0,112.0,2.0,0,0,46.0,0.0,0,1,80.0,GAS,1,1084.0,5.0,5.021342296940831
4476,164000.0,APARTMENT,GROUND_FLOOR,Brugge,2002.0,48.0,1.0,0,0,0.0,0.0,0,0,409.0,ELECTRIC,1,707.0,3.4629992313712927,4.0
4477,220000.0,HOUSE,HOUSE,Verviers,1933.0,192.0,5.0,0,0,20.0,96.0,0,0,160.0,GAS,1,552.0,3.0,4.0
4478,445000.0,APARTMENT,APARTMENT,Brussels,2015.0,82.0,1.0,1,0,10.0,0.0,0,0,74.0,GAS,0,1338.422893856307,5.0,6.0
4479,329000.0,APARTMENT,APARTMENT,Brussels,2013.0,94.0,2.0,0,0,10.0,0.0,0,1,99.0,GAS,1,1605.0,5.0,6.0
4480,285000.0,APARTMENT,APARTMENT,Antwerp,1999.0,105.0,3.0,0,0,11.0,0.0,0,0,176.0,GAS,1,981.0,4.061975146311843,6.0
4481,149500.0,HOUSE,EXCEPTIONAL_PROPERTY,Charleroi,1895.0,140.0,3.0,0,0,21.0,0.0,0,1,456.0,GAS,0,929.4861196129506,3.0,3.6841176481133084
4482,995000.0,APARTMENT,APARTMENT,Brugge,1985.0,70.0,2.0,1,0,50.0,0.0,0,1,180.0,GAS,1,2099.5573299406233,5.0,5.083906078955454
4483,179000.0,APARTMENT,APARTMENT,Brussels,1973.0,80.0,2.0,0,0,18.0,0.0,0,1,162.0,GAS,1,1135.0,3.0,3.687691060848882
4484,499900.0,HOUSE,HOUSE,Aalst,1994.0,260.0,5.0,0,0,90.0,960.0,0,1,199.0,GAS,1,1414.3979494188147,3.0,4.0
4485,320000.0,HOUSE,HOUSE,Brussels,1880.0,85.0,2.0,0,0,0.0,16.0,0,0,773.0,GAS,1,1165.4377948510908,3.0,1.0
4486,165000.0,APARTMENT,APARTMENT,Oostend,1966.0,66.0,1.0,1,0,0.0,0.0,0,0,309.0,GAS,1,572.0,3.0,5.0
4487,175000.0,APARTMENT,DUPLEX,Aalst,2011.0,60.0,1.0,0,0,0.0,0.0,0,0,180.0,GAS,1,536.0,3.0,4.0
4488,262500.0,APARTMENT,FLAT_STUDIO,Brussels,2023.0,48.0,0.0,0,0,8.0,0.0,0,0,35.0,GAS,1,1085.8646491581944,4.0,6.0
4489,480000.0,HOUSE,VILLA,Verviers,2004.0,149.0,4.0,0,0,30.0,0.0,0,1,228.0,FUELOIL,0,1408.0,3.0,3.7250755126411645
4490,215000.0,APARTMENT,APARTMENT,Brussels,1984.0,83.0,1.0,0,0,11.0,0.0,0,0,162.0,GAS,0,745.0,5.0,6.0
4491,179000.0,APARTMENT,APARTMENT,Antwerp,1977.0,91.0,2.0,0,1,3.0,0.0,0,0,254.0,GAS,1,970.3106029556798,4.0,6.0
4492,549000.0,HOUSE,HOUSE,Gent,1875.0,215.0,4.0,0,0,0.0,0.0,0,0,150.0,GAS,0,1207.0,3.651458704354956,4.154513717161534
4493,595000.0,APARTMENT,APARTMENT,Brugge,2010.0,75.0,2.0,0,0,0.0,0.0,0,1,77.0,GAS,1,1109.0,3.6261038497066878,4.0
4494,200000.0,APARTMENT,APARTMENT,Oostend,1980.0,87.0,2.0,0,0,2.0,0.0,0,0,91.0,FUELOIL,1,1070.0,3.4766879476701646,4.0
4495,419000.0,HOUSE,HOUSE,Namur,2015.0,155.0,4.0,0,0,60.0,0.0,0,1,113.0,GAS,1,1197.0,3.0,6.0
4496,975000.0,HOUSE,HOUSE,Halle-Vilvoorde,1970.0,465.0,7.0,0,1,0.0,477.0,0,1,214.0,FUELOIL,1,4699.0,2.0,4.0
4497,595000.0,APARTMENT,APARTMENT,Brugge,1995.0,94.0,2.0,0,0,0.0,0.0,0,0,100.0,GAS,1,1546.005012823973,3.0,3.7393415439009523
4498,295000.0,APARTMENT,APARTMENT,Brussels,2011.0,81.0,2.0,0,0,10.0,0.0,0,0,100.0,GAS,1,1130.8407749296339,5.0,6.0
4499,174900.0,APARTMENT,APARTMENT,Antwerp,1956.0,73.0,2.0,0,0,9.0,0.0,0,0,460.0,GAS,1,964.636691746284,3.4663424039027895,3.9969965910959533
4501,469000.0,HOUSE,HOUSE,Aalst,1972.0,215.0,3.0,0,1,10.0,547.0,1,0,446.0,GAS,1,1063.0,3.0,4.0
4502,229000.0,HOUSE,HOUSE,Dendermonde,1850.0,98.0,2.0,0,0,0.0,30.0,0,0,390.0,GAS,1,118.0,3.4930517756117245,4.02018547541714
4503,595000.0,APARTMENT,GROUND_FLOOR,Brussels,2022.0,132.0,3.0,0,0,16.0,85.0,0,0,110.0,GAS,1,1546.00501278298,5.0,6.0
4504,1399000.0,APARTMENT,GROUND_FLOOR,Halle-Vilvoorde,2020.0,195.0,4.0,0,0,21.0,205.0,0,1,65.0,GAS,1,2658.6451702299473,5.0,6.0
4505,319000.0,APARTMENT,DUPLEX,Oostend,2010.0,105.0,3.0,0,0,0.0,0.0,0,1,130.0,GAS,0,1164.0539139499144,3.0,6.0
4506,650000.0,HOUSE,TOWN_HOUSE,Brussels,1937.0,390.0,6.0,0,0,15.0,210.0,0,1,155.0,GAS,0,1622.118456430272,3.0,3.746159308813007
4507,335000.0,HOUSE,HOUSE,Kortrijk,1974.0,127.0,3.0,0,0,0.0,0.0,0,0,287.0,GAS,1,1186.1960066851047,3.0,3.7071121097712387
4508,215455.0,APARTMENT,APARTMENT,Mons,2022.0,90.0,2.0,0,0,4.0,0.0,0,1,104.0,GAS,1,1020.7599772468448,1.0,6.0
4509,119000.0,HOUSE,HOUSE,Mouscron,1935.0,135.0,2.0,0,1,0.0,0.0,0,1,334.0,GAS,1,431.0,3.1693466458818254,3.0
4510,170000.0,APARTMENT,DUPLEX,Antwerp,1974.0,56.0,1.0,0,0,2.0,0.0,0,0,194.0,GAS,0,738.0,3.0,4.0
4511,237800.0,HOUSE,HOUSE,Oostend,1969.0,215.0,4.0,0,0,30.0,350.0,0,0,672.0,GAS,0,694.0,3.0,1.0
4512,327000.0,APARTMENT,APARTMENT,Brugge,2015.0,96.0,2.0,0,0,21.0,0.0,0,0,90.0,GAS,1,1175.1249603223,5.0,5.001101225114498
4513,225000.0,HOUSE,HOUSE,Marche-en-Famenne,1950.0,152.0,3.0,0,0,0.0,800.0,0,0,449.0,FUELOIL,1,1033.9691195348582,4.0,1.0
4514,279000.0,APARTMENT,GROUND_FLOOR,Leuven,1995.0,116.0,3.0,0,0,35.0,70.0,0,0,236.0,GAS,1,783.0,3.0,4.0
4515,389000.0,HOUSE,HOUSE,Gent,1974.0,150.0,3.0,0,0,0.0,0.0,0,0,384.0,GAS,0,1260.925569556236,2.7184841805766746,1.0
4516,403000.0,HOUSE,HOUSE,Brugge,2022.0,136.0,4.0,0,0,0.0,0.0,0,0,0.0,GAS,1,1280.2999005943943,3.553513988155691,4.0
4517,348000.0,APARTMENT,APARTMENT,Leuven,1964.0,97.0,2.0,0,0,16.0,0.0,0,0,146.0,GAS,1,817.0,4.0857723834880115,6.0
4518,895000.0,APARTMENT,GROUND_FLOOR,Brussels,1960.0,175.0,2.0,0,1,0.0,900.0,0,0,304.0,GAS,1,2362.0,5.0,4.0
4519,560000.0,HOUSE,HOUSE,Halle-Vilvoorde,1991.0,350.0,4.0,0,1,60.0,250.0,0,0,151.0,GAS,1,2017.0,5.0,6.0
4520,220000.0,HOUSE,HOUSE,Nivelles,1900.0,200.0,3.0,0,0,0.0,800.0,0,1,485.0,FUELOIL,1,1027.0497155666421,3.0,1.0
4521,229000.0,HOUSE,HOUSE,Aalst,1930.0,130.0,3.0,0,0,0.0,30.0,0,1,385.0,GAS,1,441.0,3.0,4.0
4522,699000.0,HOUSE,HOUSE,Halle-Vilvoorde,2001.0,499.0,2.0,0,0,53.0,0.0,0,0,138.0,GAS,1,2411.0,5.0,6.0
4523,142000.0,APARTMENT,FLAT_STUDIO,Brussels,1967.0,40.0,0.0,0,0,0.0,0.0,0,1,449.0,GAS,1,664.0,4.0,4.330807518307122
4524,420000.0,APARTMENT,APARTMENT,Gent,2023.0,82.0,2.0,0,0,29.0,0.0,0,0,0.0,GAS,1,1303.8258740565875,5.0,5.012629445783973
4525,250000.0,HOUSE,BUNGALOW,Leuven,1972.0,132.0,3.0,0,1,0.0,0.0,0,0,489.0,FUELOIL,1,989.0,3.0,4.0
4526,399000.0,APARTMENT,APARTMENT,Kortrijk,2012.0,181.0,3.0,0,0,0.0,0.0,0,0,91.0,GAS,1,990.0,5.0,5.01017048611078
4527,645000.0,HOUSE,HOUSE,Huy,1871.0,220.0,4.0,0,1,100.0,3500.0,0,1,315.0,GAS,1,350.0,3.0,6.0
4528,389000.0,APARTMENT,APARTMENT,Oudenaarde,2021.0,133.0,2.0,0,0,0.0,0.0,0,1,83.0,GAS,0,1260.9255694570156,5.0,6.0
4529,695000.0,HOUSE,HOUSE,Brussels,2011.0,180.0,3.0,0,1,25.0,0.0,0,1,197.0,GAS,1,1684.393092089095,5.0,5.0
4530,875000.0,HOUSE,VILLA,Gent,1961.0,257.0,4.0,0,0,0.0,0.0,0,0,76.0,GAS,1,1933.4916348177057,3.7321764605797743,4.0
4531,650000.0,HOUSE,HOUSE,Brussels,1930.0,180.0,4.0,0,0,60.0,0.0,0,1,326.0,GAS,1,1622.1184564327596,5.0,4.0
4532,149000.0,APARTMENT,APARTMENT,Liège,1899.0,70.0,1.0,0,0,0.0,0.0,0,1,202.0,GAS,1,300.0,3.0,4.0
4533,1390000.0,HOUSE,MIXED_USE_BUILDING,Dendermonde,2010.0,1056.0,3.0,0,0,107.0,0.0,0,0,-8.0,GAS,1,1950.0,3.0,3.8382417440619174
4534,415000.0,APARTMENT,APARTMENT,Aalst,2023.0,112.0,2.0,0,0,12.0,0.0,0,1,20.0,GAS,1,1296.9064700923786,5.0,5.012009648973786
4535,330000.0,APARTMENT,APARTMENT,Brussels,1999.0,80.0,2.0,0,0,0.0,0.0,0,0,204.0,ELECTRIC,1,1179.2766027145365,3.0,4.0
4536,347510.0,APARTMENT,GROUND_FLOOR,Gent,2021.0,111.0,2.0,0,0,10.0,0.0,0,0,1.0,GAS,1,1.0,5.0,6.0
4537,130000.0,APARTMENT,DUPLEX,Liège,1918.0,120.0,3.0,0,0,0.0,0.0,0,0,371.0,GAS,1,705.0,3.450138384032199,4.0
4538,439000.0,HOUSE,VILLA,Leuven,1950.0,330.0,0.0,0,1,15.0,250.0,1,0,138.0,GAS,1,817.0,3.0,4.0
4539,335000.0,APARTMENT,APARTMENT,Brussels,1965.0,100.0,2.0,0,0,11.0,0.0,0,1,208.0,GAS,0,1186.1960066787587,3.0,4.0
4540,175000.0,APARTMENT,APARTMENT,Antwerp,1978.0,101.0,2.0,0,0,6.0,0.0,0,1,198.0,FUELOIL,1,964.7750798276346,4.0,4.0
4541,341400.0,APARTMENT,FLAT_STUDIO,Brussels,2024.0,57.0,0.0,0,0,6.0,0.0,0,0,62.0,GAS,1,1195.052843717618,5.0,6.0
4542,219000.0,HOUSE,HOUSE,Liège,1936.0,140.0,3.0,0,1,20.0,50.0,0,1,388.0,GAS,1,535.0,3.0,5.0
4543,149000.0,HOUSE,HOUSE,Turnhout,1970.0,120.0,2.0,0,0,0.0,0.0,0,0,1177.0,FUELOIL,0,475.0,4.0,1.0
4544,125000.0,APARTMENT,FLAT_STUDIO,Brussels,1974.0,37.0,0.0,0,0,5.0,0.0,0,1,132.0,FUELOIL,0,895.5810402070767,4.0,3.0
4545,349990.0,APARTMENT,APARTMENT,Oudenaarde,2023.0,120.0,3.0,0,0,22.0,188.0,0,0,0.0,GAS,1,1206.9403797698033,3.0,3.708970260608179
4546,230000.0,APARTMENT,APARTMENT,Oostend,2010.0,55.0,1.0,0,0,0.0,0.0,0,1,103.0,GAS,0,1040.888523432037,3.488029649746016,4.0
4547,239000.0,APARTMENT,APARTMENT,Nivelles,2013.0,76.0,2.0,0,1,4.0,0.0,0,1,75.0,GAS,1,1220.0,3.4980727331181765,4.023875588809052
4548,460000.0,HOUSE,HOUSE,Brussels,1939.0,138.0,3.0,0,0,0.0,20.0,0,1,384.0,GAS,1,704.0,1.0,1.0
4549,175000.0,HOUSE,HOUSE,Leuven,1931.0,197.0,3.0,0,0,0.0,0.0,0,1,560.0,FUELOIL,1,535.0,3.4663604005957005,3.9972320175132396
4550,282000.0,APARTMENT,APARTMENT,Brugge,2016.0,75.0,1.0,0,0,25.0,37.0,0,0,121.83,GAS,1,1112.850324664489,3.0,3.7005422635832588
4551,175000.0,APARTMENT,APARTMENT,Charleroi,1981.0,116.0,3.0,0,0,4.0,0.0,0,0,390.0,GAS,1,1162.0,4.0,6.0
4552,239000.0,APARTMENT,APARTMENT,Brussels,1979.0,98.0,2.0,0,0,0.0,0.0,0,0,280.0,GAS,1,1722.0,3.0,4.0
4553,575000.0,HOUSE,HOUSE,Antwerp,1967.0,175.0,3.0,0,0,15.0,135.0,0,0,246.0,GAS,1,1063.0,3.0,6.0
4554,254000.0,APARTMENT,APARTMENT,Oostend,2024.0,60.0,1.0,0,0,0.0,0.0,0,1,0.0,GAS,0,1074.1016624603408,3.4971141822421563,4.0
4555,945000.0,APARTMENT,APARTMENT,Brussels,2024.0,180.0,3.0,0,0,14.0,0.0,0,1,95.0,GAS,1,2030.3632902785503,5.0,6.0
4556,450000.0,HOUSE,HOUSE,Nivelles,2007.0,230.0,3.0,0,1,28.0,130.0,0,0,78.0,GAS,1,1345.3422978558747,3.0,4.0
4557,524000.0,APARTMENT,APARTMENT,Antwerp,1970.0,175.0,4.0,0,1,30.0,0.0,0,0,209.0,GAS,1,2032.0,5.0,5.025225391390727
4558,1100000.0,HOUSE,VILLA,Brussels,1952.0,316.0,5.0,0,1,49.0,520.0,0,1,165.0,GAS,1,3.0,4.370054387730908,6.0
4559,198000.0,APARTMENT,APARTMENT,Tournai,2023.0,85.0,2.0,0,0,11.0,0.0,0,1,91.0,GAS,1,996.6043380237188,5.0,6.0
4560,399000.0,HOUSE,HOUSE,Antwerp,1957.0,253.0,3.0,0,0,0.0,0.0,0,1,498.0,GAS,0,1274.7643774208059,3.0,4.0
4561,175000.0,HOUSE,HOUSE,Soignies,1950.0,85.0,2.0,0,0,16.0,0.0,0,0,260.0,GAS,0,431.0,3.0,6.0
4562,379000.0,HOUSE,COUNTRY_COTTAGE,Leuven,1918.0,185.0,3.0,0,0,60.0,940.0,0,1,254.0,GAS,0,711.0,5.0,4.0
4563,325000.0,HOUSE,MIXED_USE_BUILDING,Halle-Vilvoorde,1850.0,459.0,0.0,0,0,0.0,0.0,0,1,743.0,GAS,0,3432.0,2.6947055050356945,1.0
4564,639000.0,HOUSE,VILLA,Halle-Vilvoorde,2008.0,180.0,4.0,0,0,55.0,380.0,0,1,82.0,GAS,1,1606.8957676681375,5.0,6.0
4565,195000.0,HOUSE,HOUSE,Liège,1936.0,110.0,2.0,0,0,12.0,180.0,0,0,546.0,GAS,0,539.0,4.0,3.0
4566,289000.0,APARTMENT,DUPLEX,Hasselt,2011.0,135.0,3.0,0,0,30.0,0.0,0,1,184.0,GAS,0,1122.537490172567,5.0,6.0
4567,300000.0,HOUSE,HOUSE,Turnhout,1978.0,159.0,4.0,0,0,0.0,0.0,0,0,311.0,GAS,1,674.0,3.528219136960729,4.049840118764048
4568,383000.0,HOUSE,HOUSE,Brugge,2023.0,160.0,3.0,0,0,0.0,115.0,0,0,0.0,GAS,0,1252.6222847374745,3.5459435444089076,4.0
4569,215000.0,APARTMENT,APARTMENT,Brussels,1973.0,84.0,2.0,0,0,8.0,0.0,0,0,185.0,GAS,1,1500.0,4.0,3.0
4570,450000.0,HOUSE,HOUSE,Dinant,2013.0,185.0,4.0,0,0,40.0,1203.0,1,1,182.0,FUELOIL,1,1200.0,3.6024734135806966,4.112799099517028
4571,550000.0,APARTMENT,APARTMENT,Brussels,2007.0,135.0,2.0,0,0,6.0,0.0,0,1,195.0,GAS,0,1775.0,5.0,4.0
4572,215000.0,APARTMENT,APARTMENT,Brussels,1935.0,80.0,1.0,0,0,0.0,0.0,0,1,294.0,GAS,1,1020.1303115440885,3.0,3.6922369863267557
4573,360000.0,HOUSE,HOUSE,Charleroi,1957.0,134.0,4.0,0,0,10.0,572.0,1,1,336.0,FUELOIL,1,1027.0,3.0,5.0
4574,275000.0,APARTMENT,APARTMENT,Liège,2005.0,115.0,2.0,0,0,0.0,0.0,0,1,127.0,GAS,1,1154.0,3.0,6.0
4575,189000.0,APARTMENT,APARTMENT,Oostend,1988.0,52.0,1.0,0,0,0.0,0.0,0,1,196.0,ELECTRIC,1,984.1494109459127,3.195933407746355,3.0
4576,185000.0,HOUSE,HOUSE,Liège,1930.0,122.0,3.0,0,0,15.0,200.0,0,1,208.0,GAS,1,446.0,3.0,4.0
4577,215000.0,APARTMENT,APARTMENT,Antwerp,2016.0,65.0,1.0,0,1,0.0,0.0,0,1,74.0,GAS,1,699.0,5.0,4.987380376938028
4578,285000.0,HOUSE,HOUSE,Charleroi,2009.0,150.0,4.0,0,1,30.0,600.0,0,0,319.0,GAS,1,1070.0,3.0,4.0
4579,225000.0,APARTMENT,APARTMENT,Oostend,1976.0,54.0,1.0,0,0,0.0,0.0,0,1,366.0,GAS,0,1033.9691194674351,3.491135693214947,4.018073294005571
4580,199000.0,HOUSE,HOUSE,Charleroi,1970.0,120.0,3.0,0,0,0.0,150.0,0,0,401.0,GAS,0,650.0,3.0,5.0
4581,349500.0,APARTMENT,APARTMENT,Oostend,2021.0,93.0,2.0,0,0,15.0,0.0,0,1,0.0,GAS,0,1206.26227813601,4.086416715770558,6.0
4582,99000.0,APARTMENT,APARTMENT,Liège,1973.0,66.0,1.0,0,0,0.0,0.0,0,1,432.0,GAS,1,669.0,3.0,4.0
4583,265000.0,APARTMENT,SERVICE_FLAT,Halle-Vilvoorde,2015.0,100.0,2.0,0,0,9.0,0.0,0,1,129.7,GAS,1,1089.3243511442993,5.0,6.0
4584,690000.0,APARTMENT,GROUND_FLOOR,Brugge,2020.0,71.0,2.0,0,0,0.0,0.0,0,0,83.0,GAS,0,1293.0,3.662073843250572,4.0
4585,378000.0,APARTMENT,APARTMENT,Brussels,2022.0,87.0,2.0,0,0,12.0,0.0,0,0,36.0,GAS,1,1245.7028807357265,5.0,6.0
4586,420000.0,HOUSE,HOUSE,Turnhout,1992.0,174.0,3.0,0,0,19.0,533.0,0,0,286.0,GAS,1,1303.8258740766578,3.0,3.7176486555444144
4587,475000.0,HOUSE,VILLA,Mons,1980.0,600.0,8.0,0,0,38.0,13960.0,0,1,291.0,GAS,0,1379.9393176849744,5.0,4.0
4588,219000.0,APARTMENT,APARTMENT,Halle-Vilvoorde,1955.0,55.0,1.0,0,1,0.0,0.0,0,0,174.0,GAS,1,622.0,3.0,4.0
4589,249000.0,HOUSE,HOUSE,Hasselt,1958.0,161.0,3.0,0,0,0.0,0.0,0,0,505.0,GAS,1,1067.1822584961108,3.4952215713054606,4.0
4590,425000.0,APARTMENT,DUPLEX,Brugge,1908.0,165.0,2.0,0,0,0.0,0.0,0,0,272.0,GAS,1,1160.0,3.285234840745203,3.0
4591,335000.0,HOUSE,HOUSE,Nivelles,1932.0,144.0,3.0,0,1,20.0,370.0,0,1,399.0,GAS,1,872.0,3.0,3.707271199043237
4592,240000.0,APARTMENT,APARTMENT,Brussels,1907.0,55.0,1.0,0,0,0.0,30.0,0,1,320.0,GAS,1,1054.7273314275253,4.0,1.0
4593,209000.0,APARTMENT,APARTMENT,Antwerp,1960.0,84.0,2.0,0,0,12.0,0.0,0,0,197.0,ELECTRIC,1,1009.0,3.0,5.0
4594,325000.0,APARTMENT,APARTMENT,Antwerp,1964.0,105.0,2.0,0,0,0.0,0.0,0,0,290.0,GAS,0,778.0,3.0,4.0
4595,499000.0,HOUSE,HOUSE,Antwerp,1990.0,186.0,4.0,0,1,0.0,85.0,0,0,253.0,GAS,1,959.0,4.0,4.0
4596,595000.0,HOUSE,HOUSE,Tongeren,1984.0,300.0,5.0,0,0,0.0,0.0,0,0,225.0,GAS,1,1203.0,3.0,3.7395152202578146
4597,163000.0,HOUSE,HOUSE,Tournai,1900.0,186.0,3.0,0,0,20.0,310.0,0,0,423.0,PELLET,1,386.0,1.0,1.0
4598,129000.0,APARTMENT,FLAT_STUDIO,Brussels,1980.0,40.0,0.0,0,1,0.0,0.0,0,1,205.0,GAS,1,901.1165634217873,4.0,1.0
4599,349000.0,APARTMENT,APARTMENT,Kortrijk,2009.0,100.0,2.0,0,1,8.0,0.0,0,0,94.0,GAS,1,1205.57033778489,3.0,3.708847540839762
4600,230000.0,HOUSE,HOUSE,Verviers,1917.0,180.0,3.0,0,0,20.0,550.0,0,1,740.0,PELLET,0,520.0,3.0,3.694360122235371
4601,290000.0,APARTMENT,APARTMENT,Mouscron,2022.0,97.0,1.0,0,0,16.0,0.0,0,1,39.0,GAS,1,1123.9213709574242,3.0,6.0
4602,317000.0,APARTMENT,APARTMENT,Namur,2024.0,108.0,3.0,0,0,32.0,0.0,0,1,86.0,GAS,1,1161.2861524139523,3.0,3.7048808412545666
4603,849000.0,HOUSE,VILLA,Brugge,1971.0,429.0,5.0,0,0,0.0,0.0,0,0,370.0,FUELOIL,1,2134.0,3.0,3.7707074784360857
4604,730000.0,HOUSE,APARTMENT_BLOCK,Brussels,1952.0,300.0,6.0,0,0,10.0,320.0,0,1,644.0,GAS,0,2992.0,5.0,3.0
4605,149900.0,APARTMENT,FLAT_STUDIO,Antwerp,1969.0,50.0,1.0,0,0,0.0,0.0,0,0,290.0,GAS,1,758.0,4.0,3.0
4606,1500000.0,APARTMENT,APARTMENT,Brussels,1919.0,300.0,4.0,0,0,0.0,0.0,0,0,184.0,GAS,1,2040.0,3.0,4.0
4607,295000.0,APARTMENT,APARTMENT,Brussels,1962.0,90.0,2.0,0,0,0.0,0.0,0,1,148.0,GAS,1,1172.0,3.236064897021104,3.0
4608,199000.0,APARTMENT,APARTMENT,Oudenaarde,2019.0,85.0,1.0,0,0,12.0,0.0,0,0,0.0,GAS,1,997.9882188586198,3.0,3.690253636534158
4609,569000.0,HOUSE,VILLA,Halle-Vilvoorde,1972.0,300.0,3.0,1,1,18.0,1575.0,0,1,452.0,FUELOIL,1,1898.0,3.0,4.0
4610,279000.0,HOUSE,HOUSE,Kortrijk,1991.0,194.0,2.0,0,0,0.0,0.0,0,0,419.0,GAS,1,808.0,4.0,1.0
4611,1250000.0,APARTMENT,APARTMENT,Brugge,1964.0,105.0,3.0,0,0,0.0,0.0,0,0,96.0,GAS,0,2452.446932125717,3.9983836282441176,4.449283283673401
4612,985000.0,HOUSE,VILLA,Halle-Vilvoorde,1964.0,350.0,6.0,0,0,100.0,0.0,1,1,349.0,GAS,1,2085.7185220356623,5.0,4.0
4613,176000.0,APARTMENT,APARTMENT,Turnhout,1968.0,120.0,2.0,0,0,0.0,0.0,0,1,298.0,GAS,1,941.0,5.0,5.0
4614,348000.0,APARTMENT,APARTMENT,Brussels,1980.0,117.0,2.0,0,0,10.0,20.0,0,1,206.0,GAS,1,1204.1864569424044,3.0,6.0
4615,390000.0,APARTMENT,APARTMENT,Hasselt,2022.0,98.0,2.0,0,0,0.0,0.0,0,1,0.0,GAS,0,1262.3094502931929,5.0,4.0
4616,399500.0,HOUSE,HOUSE,Antwerp,1958.0,164.0,3.0,0,1,30.0,0.0,0,1,248.0,GAS,1,1023.0,3.0,5.0
4617,145000.0,HOUSE,HOUSE,Kortrijk,1874.0,164.0,0.0,0,0,0.0,0.0,0,1,1348.0,GAS,0,418.0,2.626024874307828,1.0
4618,329000.0,APARTMENT,PENTHOUSE,Kortrijk,2022.0,109.0,2.0,0,0,10.0,0.0,0,1,48.0,GAS,0,1177.8927218783592,3.0,6.0
4619,220000.0,APARTMENT,APARTMENT,Dendermonde,1965.0,78.0,2.0,0,1,0.0,0.0,0,0,160.0,GAS,1,1027.0497155082976,3.0,3.6928567831369428
4620,245000.0,APARTMENT,APARTMENT,Brussels,1969.0,95.0,2.0,0,0,8.0,0.0,0,1,250.0,GAS,1,1085.0,5.0,6.0
4621,555000.0,APARTMENT,APARTMENT,Brussels,1930.0,114.0,1.0,0,0,0.0,0.0,0,1,111.0,GAS,1,1490.6497810692003,5.0,6.0
4622,260000.0,APARTMENT,APARTMENT,Brussels,1930.0,67.0,2.0,0,0,0.0,0.0,0,0,250.0,GAS,1,1.0,3.5083827089046404,4.033304284645881
